SYMBOL,GENENAME,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
Cxcl9,C-X-C motif chemokine ligand 9,ENSRNOG00000022242,1713.467338,-3.832420197,0.401936118,-9.534898765,1.5000000000000001e-21,6.71e-19,down
Cd300lg,Cd300 molecule-like family member G,ENSRNOG00000020837,221.742538,-3.831541492,0.892420188,-4.293427628,1.76e-05,0.000234589,down
Prg2,proteoglycan 2,ENSRNOG00000008394,22.68364122,-3.826301638,1.322744935,-2.892698007,0.003819483,0.017954718,down
ENSRNOG00000070183,ENSRNOG00000070183,ENSRNOG00000070183,865.291282,-3.825877602,1.132450473,-3.378406115,0.000729073,0.004822981,down
ENSRNOG00000063419,ENSRNOG00000063419,ENSRNOG00000063419,1437.915647,-3.79852629,0.394694159,-9.623973905,6.33e-22,2.9e-19,down
Fcamr,Fc alpha and mu receptor,ENSRNOG00000004393,183.6398704,-3.791065456,0.388463034,-9.759140821,1.69e-22,8.12e-20,down
LOC102550997,immunoglobulin kappa variable 1-17-like,ENSRNOG00000063422,919.2946085,-3.789710103,0.548273557,-6.912078935,4.78e-12,4.42e-10,down
LOC690539,Ig kappa chain V-VI region NQ2-48.2.2-like,ENSRNOG00000068347,1408.932172,-3.785708975,1.016388196,-3.724668381,0.000195572,0.001662895,down
Tnfrsf9,TNF receptor superfamily member 9,ENSRNOG00000036942,442.3199989,-3.760995393,0.423100477,-8.889130602,6.16e-19,1.96e-16,down
ENSRNOG00000067516,ENSRNOG00000067516,ENSRNOG00000067516,51.20450702,-3.754090849,1.062082862,-3.53464968,0.000408316,0.003018585,down
Fgg,fibrinogen gamma chain,ENSRNOG00000025074,10709.99279,-3.734676998,0.758702478,-4.922452613,8.55e-07,1.82e-05,down
Noxo1,NADPH oxidase organizer 1,ENSRNOG00000025117,1890.492278,-3.711118369,0.294328847,-12.60874835,1.89e-36,3.5500000000000004e-33,down
LOC502791,immunoglobulin kappa variable 1-39-like,ENSRNOG00000066643,215.8603324,-3.687687321,0.528880215,-6.972632398,3.11e-12,2.96e-10,down
Naa11,N(alpha)-acetyltransferase 11,ENSRNOG00000002031,17.86822558,-3.674362251,1.437298916,-2.556435693,0.010575062,0.039890739,down
Bhmt2,betaine-homocysteine S-methyltransferase 2,ENSRNOG00000040120,15.98887923,-3.672255026,1.472302713,-2.494225537,0.012623231,0.045898188,down
Slc7a11,solute carrier family 7 member 11,ENSRNOG00000010210,35.48182611,-3.667177957,1.369908924,-2.676950191,0.007429568,0.03022318,down
Tfec,transcription factor EC,ENSRNOG00000061595,153.2883511,-3.662898846,0.831791909,-4.403624037,1.06e-05,0.000154215,down
Tm4sf19,transmembrane 4 L six family member 19,ENSRNOG00000001757,557.1548694,-3.651168758,0.402829498,-9.063806833,1.26e-19,4.46e-17,down
Ly6al,lymphocyte antigen 6 complex,ENSRNOG00000037374,138.7248187,-3.647472262,0.89434798,-4.078359142,4.54e-05,0.000509568,down
Snx22,sorting nexin 22,ENSRNOG00000022852,24.50314398,-3.647271702,1.377254984,-2.64821819,0.008091728,0.032294665,down
Cxcl6,C-X-C motif chemokine ligand 6,ENSRNOG00000002843,357.0945615,-3.636802797,0.447543472,-8.126144215,4.43e-16,8.76e-14,down
ENSRNOG00000053527,ENSRNOG00000053527,ENSRNOG00000053527,226.5212567,-3.629602105,0.487567286,-7.44431017,9.75e-14,1.17e-11,down
LOC500745,immunoglobulin heavy variable 7-4-1-like,ENSRNOG00000062657,745.4788324,-3.618792551,0.396059683,-9.136987948,6.42e-20,2.36e-17,down
Ccl2,C-C motif chemokine ligand 2,ENSRNOG00000007159,868.8147235,-3.597561385,0.311010188,-11.56734258,6.0300000000000005e-31,7.0799999999999995e-28,down
LOC120103441,Ig heavy chain V region 23-like,ENSRNOG00000070729,70.86638676,-3.562684706,0.636951833,-5.593334567,2.23e-08,7.86e-07,down
Crtac1,cartilage acidic protein 1,ENSRNOG00000015220,94.17577081,-3.551275738,0.894730956,-3.969098993,7.21e-05,0.00074257,down
ENSRNOG00000069444,ENSRNOG00000069444,ENSRNOG00000069444,550.4503181,-3.54665038,0.473001007,-7.498187793,6.47e-14,8.07e-12,down
Mab21l3,mab-21 like 3,ENSRNOG00000016044,183.5550373,-3.541583109,0.446692019,-7.928467394,2.22e-15,3.79e-13,down
ENSRNOG00000070812,ENSRNOG00000070812,ENSRNOG00000070812,164.5774981,-3.531935996,0.598859248,-5.89777315,3.68e-09,1.7e-07,down
LOC102547474,Ig heavy chain V region 1-72-like,ENSRNOG00000067551,941.4272238,-3.528133527,1.149009334,-3.070587351,0.002136382,0.011382105,down
Pdcd1,programmed cell death 1,ENSRNOG00000019043,161.1170209,-3.518925633,0.518177554,-6.790965004,1.11e-11,9.51e-10,down
LOC682830,Ig kappa chain V-II region 26-10-like,ENSRNOG00000066812,32.83302727,-3.516549122,1.418557928,-2.478960536,0.013176588,0.047408805,down
Cxcl2,C-X-C motif chemokine ligand 2,ENSRNOG00000002792,326.4801038,-3.510504662,0.665948313,-5.271437127,1.35e-07,3.71e-06,down
ENSRNOG00000050898,ENSRNOG00000050898,ENSRNOG00000050898,13769.21624,-3.506094738,0.980696907,-3.575105329,0.000350087,0.002648079,down
Ctla4,cytotoxic T-lymphocyte-associated protein 4,ENSRNOG00000054129,105.2908173,-3.481012135,0.636388772,-5.469945868,4.5e-08,1.47e-06,down
ENSRNOG00000068056,ENSRNOG00000068056,ENSRNOG00000068056,2211.996636,-3.479367021,1.215303507,-2.862961393,0.004197017,0.019251111,down
Bcat1,branched chain amino acid transaminase 1,ENSRNOG00000015514,3101.261093,-3.473372813,0.271998042,-12.7698449,2.4200000000000003e-37,5.0399999999999995e-34,down
Mmp12,matrix metallopeptidase 12,ENSRNOG00000030187,697.0924983,-3.47067488,0.347946627,-9.974733506,1.9699999999999998e-23,1.09e-20,down
Spock3,SPARC/osteonectin,ENSRNOG00000029903,70.93791001,-3.47058233,1.205187833,-2.87970243,0.003980507,0.018538832,down
ENSRNOG00000071026,ENSRNOG00000071026,ENSRNOG00000071026,729.8910305,-3.457592378,1.030014511,-3.356838512,0.000788391,0.005141112,down
Ido1,indoleamine 2,ENSRNOG00000031189,34.86152549,-3.45664539,1.282724489,-2.694768377,0.007043758,0.028949104,down
Il1r2,interleukin 1 receptor type 2,ENSRNOG00000014378,287.4599321,-3.454166265,0.431034141,-8.013672098,1.11e-15,2.05e-13,down
Cd300lb,CD300 molecule-like family member b,ENSRNOG00000070190,12.48674474,-3.451092985,1.261284644,-2.736172996,0.006215834,0.026165037,down
ENSRNOG00000062392,ENSRNOG00000062392,ENSRNOG00000062392,43.87437257,-3.436189409,1.125638048,-3.05265926,0.002268233,0.011918224,down
Snap25,synaptosome associated protein 25,ENSRNOG00000006037,43.59316622,-3.434982683,0.897780099,-3.826084678,0.000130198,0.001194686,down
LOC102549668,uncharacterized LOC102549668,ENSRNOG00000059476,53.47215453,-3.420438996,0.856358217,-3.994168477,6.49e-05,0.000683206,down
Slamf8,SLAM family member 8,ENSRNOG00000008736,1384.847688,-3.410862235,0.277945985,-12.27167298,1.29e-34,1.8600000000000002e-31,down
ENSRNOG00000066904,ENSRNOG00000066904,ENSRNOG00000066904,401.1624347,-3.405771423,0.582580003,-5.846014979,5.03e-09,2.22e-07,down
ENSRNOG00000070163,ENSRNOG00000070163,ENSRNOG00000070163,56.1744268,-3.398497641,1.047777442,-3.243530071,0.001180583,0.007058686,down
Csf2rb,colony stimulating factor 2 receptor subunit beta,ENSRNOG00000000187,828.5589652,-3.396172215,0.474948994,-7.150604075,8.64e-13,9.27e-11,down
ENSRNOG00000021110,ENSRNOG00000021110,ENSRNOG00000021110,46.38404474,-3.379513831,1.344108554,-2.514316141,0.011926347,0.043902988,down
C6,complement C6,ENSRNOG00000024115,3290.898311,-3.364808535,1.009910016,-3.33179044,0.000862892,0.005502696,down
ENSRNOG00000064806,ENSRNOG00000064806,ENSRNOG00000064806,180.2780163,-3.361281818,0.81479097,-4.125330228,3.7e-05,0.000429962,down
Tacr1,tachykinin receptor 1,ENSRNOG00000005853,74.44667359,-3.349406821,0.775250311,-4.320419833,1.56e-05,0.000212326,down
Ms4a7,membrane spanning 4-domains A7,ENSRNOG00000020953,385.797565,-3.349306097,0.655223706,-5.111698591,3.19e-07,7.68e-06,down
Alox12e,arachidonate 12-lipoxygenase,ENSRNOG00000019074,16.95831374,-3.346724135,1.137795519,-2.941410893,0.003267208,0.015857955,down
ENSRNOG00000056808,ENSRNOG00000056808,ENSRNOG00000056808,18.23879887,-3.342527872,0.978866144,-3.414693514,0.000638538,0.004335593,down
ENSRNOG00000066082,ENSRNOG00000066082,ENSRNOG00000066082,484.0194724,-3.340355336,0.693340085,-4.81777328,1.45e-06,2.85e-05,down
LOC500181,immunoglobulin kappa variable 1-39-like,ENSRNOG00000071189,2642.572312,-3.318971292,1.188480952,-2.792616312,0.005228367,0.022859189,down
LOC120102524,Ig kappa chain V-II region 26-10-like,ENSRNOG00000064061,112.7018176,-3.31673727,0.848775135,-3.907674877,9.32e-05,0.000910735,down
Lpar5,lysophosphatidic acid receptor 5,ENSRNOG00000021401,11.523082,-3.303036747,1.312532403,-2.516537298,0.011851436,0.043680393,down
Cd177,CD177 molecule,ENSRNOG00000022669,7099.871311,-3.289612086,0.37275211,-8.825200439,1.09e-18,3.31e-16,down
Foxk2,forkhead box K2,ENSRNOG00000036663,1772.573146,-3.288651855,0.256294899,-12.83151506,1.09e-37,2.56e-34,down
LOC691927,Ig heavy chain V region 108A-like,ENSRNOG00000069751,68.85596028,-3.277373775,0.869034204,-3.771282835,0.00016241,0.00142681,down
Ubd,ubiquitin D,ENSRNOG00000000767,1201.001415,-3.275250324,0.913389648,-3.585819405,0.000336021,0.002564417,down
ENSRNOG00000062608,ENSRNOG00000062608,ENSRNOG00000062608,1651.052342,-3.273337903,0.308576116,-10.60787837,2.74e-26,2.1399999999999997e-23,down
LOC690781,immunoglobulin kappa variable 2-30-like,ENSRNOG00000066431,605.9420774,-3.266772719,1.222591695,-2.672006306,0.007539923,0.030527627,down
LOC680920,similar to natural cytotoxicity triggering receptor 2,ENSRNOG00000042468,19.05224431,-3.265220382,1.2465814,-2.619339885,0.008810012,0.034638569,down
Hk3,hexokinase 3,ENSRNOG00000026235,2111.673732,-3.256798378,0.406402169,-8.013732757,1.11e-15,2.05e-13,down
Cenpw,centromere protein W,ENSRNOG00000042944,94.59405818,-3.256631521,0.509803261,-6.388016258,1.68e-10,1.11e-08,down
Clec4e,C-type lectin domain family 4,ENSRNOG00000061394,453.5119839,-3.2562045,0.290254957,-11.21842858,3.31e-29,3.45e-26,down
ENSRNOG00000067213,ENSRNOG00000067213,ENSRNOG00000067213,646.2646244,-3.227604017,0.380685465,-8.478400966,2.28e-17,5.72e-15,down
Cdkn2a,cyclin-dependent kinase inhibitor 2A,ENSRNOG00000059837,42.99829668,-3.202984388,0.875096655,-3.660149274,0.000252068,0.002038919,down
ENSRNOG00000068268,ENSRNOG00000068268,ENSRNOG00000068268,314.6943111,-3.19721556,0.603254994,-5.299940477,1.16e-07,3.23e-06,down
LOC500164,immunoglobulin kappa variable 2-30-like,ENSRNOG00000070192,202.8362756,-3.186111538,0.859248045,-3.708023028,0.000208884,0.001753838,down
Retnla,resistin like alpha,ENSRNOG00000001955,30873.97604,-3.179292635,1.169619725,-2.718227615,0.006563267,0.027297026,down
RGD1560124,similar to ribosomal protein L10a,ENSRNOG00000063278,183.5073831,-3.166679019,0.407685875,-7.767448459,8.01e-15,1.18e-12,down
LOC102551588,Ig kappa chain V-II region 26-10-like,ENSRNOG00000067273,83.9882596,-3.149807473,1.153653643,-2.730288673,0.006327889,0.026529653,down
ENSRNOG00000070134,ENSRNOG00000070134,ENSRNOG00000070134,350.2027337,-3.142942219,0.607522213,-5.173378279,2.3e-07,5.81e-06,down
Tlr2,toll-like receptor 2,ENSRNOG00000009822,1639.993428,-3.137471283,0.162923024,-19.25738432,1.2199999999999999e-82,2.3e-78,down
Cyp11b2,cytochrome P450,ENSRNOG00000030111,20.50336803,-3.129662227,1.202640141,-2.602326433,0.009259367,0.035916396,down
LOC102555255,Ig heavy chain V region PJ14-like,ENSRNOG00000066281,125.405849,-3.117971472,0.918989219,-3.39282704,0.000691753,0.004631587,down
Chi3l1,chitinase 3 like 1,ENSRNOG00000053272,17668.13704,-3.101890667,0.353285221,-8.780131401,1.63e-18,4.79e-16,down
Kcng1,potassium voltage-gated channel modifier subfamily G member 1,ENSRNOG00000054314,14.82829317,-3.093612368,1.23494802,-2.505054722,0.012243245,0.044779794,down
Mpz,myelin protein zero,ENSRNOG00000003171,193.8177298,-3.078869594,0.522702874,-5.890286335,3.86e-09,1.76e-07,down
Ccl7,C-C motif chemokine ligand 7,ENSRNOG00000000239,434.0345176,-3.074632048,0.406782813,-7.558411891,4.08e-14,5.25e-12,down
Tfpi2,tissue factor pathway inhibitor 2,ENSRNOG00000010513,75.29207484,-3.073971257,0.636349448,-4.830633965,1.36e-06,2.7e-05,down
LOC690156,immunoglobulin kappa variable 1-27-like,ENSRNOG00000066785,1603.833347,-3.07367463,0.405805362,-7.574258302,3.61e-14,4.74e-12,down
LOC102552841,Ig kappa chain V-V region K2-like,ENSRNOG00000064930,978.2238572,-3.062920637,0.373802685,-8.193950345,2.53e-16,5.24e-14,down
Pdcd1lg2,programmed cell death 1 ligand 2,ENSRNOG00000016136,43.80511306,-3.041212717,1.013537815,-3.000591268,0.00269456,0.013641727,down
Ccl17,C-C motif chemokine ligand 17,ENSRNOG00000016278,170.8972328,-3.026175106,0.575686251,-5.256639533,1.47e-07,3.96e-06,down
Mt2A,metallothionein 2A,ENSRNOG00000043098,604.9484716,-3.018653096,0.322302261,-9.365907296,7.54e-21,3.15e-18,down
ENSRNOG00000064181,ENSRNOG00000064181,ENSRNOG00000064181,717.9223402,-3.017803078,0.991454779,-3.043813133,0.002336002,0.012189022,down
Ccl12,C-C motif chemokine ligand 12,ENSRNOG00000029768,208.8516521,-3.012830639,0.424034354,-7.10515696,1.2e-12,1.25e-10,down
ENSRNOG00000065670,ENSRNOG00000065670,ENSRNOG00000065670,1317.944401,-3.005962951,0.39180895,-7.672011962,1.69e-14,2.35e-12,down
LOC100359539,ribonucleotide reductase M2 polypeptide,ENSRNOG00000069555,470.0149939,-2.987369532,0.562551378,-5.310394126,1.09e-07,3.1e-06,down
ENSRNOG00000062915,ENSRNOG00000062915,ENSRNOG00000062915,232.3462849,-2.97020982,0.702765581,-4.226458867,2.37e-05,0.00029872,down
Adora3,adenosine A3 receptor,ENSRNOG00000015788,122.6879688,-2.961769817,0.433714566,-6.828845631,8.56e-12,7.51e-10,down
Gk,glycerol kinase,ENSRNOG00000034116,2491.081368,-2.93410932,0.191401352,-15.32961651,4.85e-53,3.73e-49,down
ENSRNOG00000064086,ENSRNOG00000064086,ENSRNOG00000064086,1377.707302,-2.904428181,1.01470963,-2.862324448,0.004205462,0.019275717,down
Il10,interleukin 10,ENSRNOG00000004647,36.03012586,-2.903035724,1.163394996,-2.495313917,0.012584574,0.045796239,down
LOC690186,Ig kappa chain V-V region K2-like,ENSRNOG00000064657,102.2144539,-2.894233337,0.750800932,-3.85486114,0.000115795,0.001085885,down
Il1rn,interleukin 1 receptor antagonist,ENSRNOG00000005871,7441.155189,-2.886765686,0.259107604,-11.14118473,7.91e-29,7.420000000000001e-26,down
Rrm2,ribonucleotide reductase regulatory subunit M2,ENSRNOG00000054286,979.8615651,-2.870292269,0.345032723,-8.318898703,8.88e-17,1.98e-14,down
Lilrc2,leukocyte immunoglobulin-like receptor,ENSRNOG00000058087,302.9823554,-2.858914628,0.334499265,-8.546848761,1.26e-17,3.21e-15,down
Spink2,serine peptidase inhibitor,ENSRNOG00000066503,23.1465241,-2.853720865,1.103031708,-2.587161226,0.00967703,0.037183087,down
Nusap1,nucleolar and spindle associated protein 1,ENSRNOG00000004921,265.7077429,-2.848600496,0.541002918,-5.265406899,1.4e-07,3.82e-06,down
E2f8,E2F transcription factor 8,ENSRNOG00000022537,86.68822352,-2.841512572,0.987631453,-2.877098094,0.004013508,0.018655509,down
ENSRNOG00000068649,ENSRNOG00000068649,ENSRNOG00000068649,76.0254627,-2.839384154,0.742868339,-3.822190294,0.000132272,0.001209579,down
ENSRNOG00000066971,ENSRNOG00000066971,ENSRNOG00000066971,205.5945082,-2.826234444,0.518545438,-5.450312036,5.03e-08,1.61e-06,down
Sectm1a,secreted and transmembrane 1A,ENSRNOG00000036672,87.82799262,-2.822602819,0.607301286,-4.647780078,3.36e-06,5.83e-05,down
Aoc1,amine oxidase,ENSRNOG00000008575,3090.341424,-2.797232874,0.391014751,-7.153778388,8.44e-13,9.16e-11,down
Lmbrd2,LMBR1 domain containing 2,ENSRNOG00000054751,52.38303621,-2.794051302,0.971813549,-2.875089881,0.004039125,0.018709729,down
Ms4a14,membrane spanning 4-domains A14,ENSRNOG00000025805,25.87812222,-2.788732913,1.131484185,-2.464668044,0.013714024,0.048985366,down
LOC100910497,paired immunoglobulin-like type 2 receptor alpha-like,ENSRNOG00000050059,462.9337561,-2.783111196,0.441688543,-6.301071746,2.96e-10,1.84e-08,down
Alpk2,alpha-kinase 2,ENSRNOG00000017421,53.45433386,-2.775809889,0.976730757,-2.841939674,0.004483998,0.020309426,down
ENSRNOG00000066010,ENSRNOG00000066010,ENSRNOG00000066010,221.4493015,-2.775236495,0.622189129,-4.460438739,8.18e-06,0.000122747,down
ENSRNOG00000065160,ENSRNOG00000065160,ENSRNOG00000065160,81.48007504,-2.772782415,1.002276141,-2.766485503,0.00566641,0.0243157,down
Esco2,establishment of sister chromatid cohesion N-acetyltransferase 2,ENSRNOG00000015921,130.8175533,-2.771566533,0.697362211,-3.974357212,7.06e-05,0.000728353,down
RGD1564696,similar to immunoglobulin light chain variable region,ENSRNOG00000067740,1199.557678,-2.770513752,0.560768119,-4.940569302,7.79e-07,1.68e-05,down
Cxcr3,C-X-C motif chemokine receptor 3,ENSRNOG00000003305,692.7410654,-2.76754459,0.480580222,-5.758756741,8.47e-09,3.46e-07,down
Clstn2,calsyntenin 2,ENSRNOG00000043085,53.44647965,-2.765987127,0.938421892,-2.947487853,0.003203673,0.015630396,down
RGD1565472,similar to RIKEN cDNA 2310003P10,ENSRNOG00000046991,18.97176538,-2.750056277,0.994227095,-2.766024274,0.005674431,0.024344554,down
ENSRNOG00000067467,ENSRNOG00000067467,ENSRNOG00000067467,32.51540463,-2.749255537,1.050715249,-2.616556235,0.008882173,0.034842023,down
LOC100360761,rCG64219-like,ENSRNOG00000068111,90.25468417,-2.747671968,0.961556882,-2.857524104,0.004269602,0.019512539,down
RGD1561722,similar to immunoglobulin light chain,ENSRNOG00000063414,201.4655688,-2.725849998,0.64293517,-4.239696514,2.24e-05,0.000284884,down
ENSRNOG00000064207,ENSRNOG00000064207,ENSRNOG00000064207,540.4592246,-2.720317094,0.41425482,-6.566772336,5.14e-11,3.79e-09,down
Tapbp,TAP binding protein,ENSRNOG00000029500,4719.676652,-2.72009758,0.443713486,-6.130301794,8.77e-10,4.76e-08,down
LOC102550611,immunoglobulin kappa variable 2-30-like,ENSRNOG00000067883,83.94263207,-2.714055931,0.872924349,-3.109153656,0.001876241,0.010276174,down
Tpx2,TPX2,ENSRNOG00000008165,369.0214176,-2.710035847,0.497562887,-5.446619746,5.13e-08,1.64e-06,down
ENSRNOG00000018113,ENSRNOG00000018113,ENSRNOG00000018113,48.14421055,-2.704082956,0.577325648,-4.68380881,2.82e-06,5.03e-05,down
LOC100361706,lambda-chain C1-region-like,ENSRNOG00000058590,1740.767926,-2.695168982,0.515770389,-5.225520971,1.74e-07,4.54e-06,down
Scamp5,secretory carrier membrane protein 5,ENSRNOG00000054008,55.46496998,-2.684882582,0.739554121,-3.63040717,0.000282974,0.002237811,down
Icos,inducible T-cell co-stimulator,ENSRNOG00000046196,307.9202071,-2.684124907,0.503121764,-5.334940963,9.56e-08,2.78e-06,down
Sele,selectin E,ENSRNOG00000002723,330.1663454,-2.681846559,0.4005776,-6.694948889,2.16e-11,1.75e-09,down
Tspan11,tetraspanin 11,ENSRNOG00000054360,605.3476311,-2.680985089,0.982404243,-2.72900398,0.006352594,0.026621338,down
Arg1,arginase 1,ENSRNOG00000013304,2060.496186,-2.675128124,0.418819672,-6.387302952,1.69e-10,1.11e-08,down
Ebi3,Epstein-Barr virus induced 3,ENSRNOG00000050509,230.333055,-2.668557078,0.434162365,-6.146449559,7.92e-10,4.38e-08,down
Rasgef1c,RasGEF domain family,ENSRNOG00000003005,43.97859315,-2.658906164,0.691968049,-3.842527364,0.000121774,0.001128979,down
Trem2,triggering receptor expressed on myeloid cells 2,ENSRNOG00000013578,1227.762533,-2.641219811,0.485741294,-5.437503143,5.4e-08,1.7e-06,down
ENSRNOG00000053452,ENSRNOG00000053452,ENSRNOG00000053452,4087.613171,-2.637005764,0.285216749,-9.245620282,2.34e-20,9.15e-18,down
LOC102556469,Ig heavy chain V region 186-1-like,ENSRNOG00000064886,284.3403216,-2.631242368,0.64405053,-4.08545952,4.4e-05,0.000496909,down
F10,coagulation factor X,ENSRNOG00000033444,55.21954121,-2.630834828,0.771376425,-3.41057199,0.000648268,0.004382635,down
ENSRNOG00000065206,ENSRNOG00000065206,ENSRNOG00000065206,162.4146005,-2.625235097,0.477923842,-5.492998815,3.95e-08,1.31e-06,down
Mreg,melanoregulin,ENSRNOG00000015774,339.9065406,-2.624250179,0.354423676,-7.404274486,1.32e-13,1.57e-11,down
Serpine1,serpin family E member 1,ENSRNOG00000001414,1857.205821,-2.623566302,0.400092232,-6.557403741,5.48e-11,3.98e-09,down
Ttk,Ttk protein kinase,ENSRNOG00000029055,129.3235493,-2.623274024,0.723957367,-3.623520033,0.000290621,0.002290559,down
Plet1,placenta expressed transcript 1,ENSRNOG00000024346,10250.81807,-2.619006665,0.339664351,-7.710572675,1.25e-14,1.78e-12,down
Pcp4,Purkinje cell protein 4,ENSRNOG00000001628,87.72017461,-2.615277332,1.054641521,-2.479778464,0.013146403,0.047327052,down
ENSRNOG00000006324,ENSRNOG00000006324,ENSRNOG00000006324,19.47176113,-2.600868199,1.012052922,-2.569893473,0.010172979,0.038732004,down
Itgae,integrin subunit alpha E,ENSRNOG00000070390,72.61842276,-2.595825423,0.697846238,-3.719767023,0.000199407,0.001688615,down
ENSRNOG00000070827,ENSRNOG00000070827,ENSRNOG00000070827,44.79543167,-2.59519952,0.957602034,-2.710102348,0.006726245,0.02785146,down
Has2,hyaluronan synthase 2,ENSRNOG00000004854,36.74409997,-2.593709148,1.047351541,-2.47644563,0.013269783,0.047661549,down
Plek,pleckstrin,ENSRNOG00000005214,3649.892814,-2.592453,0.169261826,-15.31622967,5.9599999999999995e-53,3.73e-49,down
ENSRNOG00000065521,ENSRNOG00000065521,ENSRNOG00000065521,76.13169985,-2.587271409,0.98387572,-2.629672991,0.008546704,0.033801519,down
Mmp14,matrix metallopeptidase 14,ENSRNOG00000010947,2218.685504,-2.585092751,0.323868325,-7.981925214,1.44e-15,2.56e-13,down
Mcoln3,mucolipin TRP cation channel 3,ENSRNOG00000015024,73.32694655,-2.578951422,0.643778243,-4.00596238,6.18e-05,0.000656989,down
Mfge8,milk fat globule EGF and factor V/VIII domain containing,ENSRNOG00000017510,203.1559541,-2.576281987,0.565521617,-4.555585336,5.22e-06,8.47e-05,down
Fcgr3a,Fc gamma receptor 3A,ENSRNOG00000024382,3188.026499,-2.576099876,0.281899846,-9.13835147,6.34e-20,2.36e-17,down
Lox,lysyl oxidase,ENSRNOG00000014426,180.6997163,-2.575343728,0.473358638,-5.44057617,5.31e-08,1.68e-06,down
ENSRNOG00000064670,ENSRNOG00000064670,ENSRNOG00000064670,138.247078,-2.561037616,0.879470951,-2.912020702,0.003590988,0.017110968,down
Itgam,integrin subunit alpha M,ENSRNOG00000019728,1484.514561,-2.556732173,0.284568888,-8.984580835,2.6e-19,8.71e-17,down
Sod2,superoxide dismutase 2,ENSRNOG00000019048,37077.42306,-2.555212906,0.203505495,-12.5559897,3.69e-36,6.29e-33,down
ENSRNOG00000069947,ENSRNOG00000069947,ENSRNOG00000069947,121.7343027,-2.551576876,0.4897708,-5.209736631,1.89e-07,4.89e-06,down
Sla,src-like adaptor,ENSRNOG00000056714,1196.36432,-2.536128952,0.346898518,-7.310867072,2.65e-13,3.08e-11,down
LOC120102529,immunoglobulin kappa variable 1D-33-like,ENSRNOG00000069193,617.327914,-2.534739558,0.953850307,-2.657376676,0.00787514,0.031591426,down
LOC100911032,uncharacterized LOC100911032,ENSRNOG00000067824,183.3722495,-2.531508513,0.668152436,-3.788818803,0.000151365,0.00134807,down
Cd274,CD274 molecule,ENSRNOG00000016112,213.2516148,-2.531441769,0.361725082,-6.998247824,2.59e-12,2.51e-10,down
Cyp7b1,cytochrome P450 family 7 subfamily B member 1,ENSRNOG00000009730,352.701747,-2.528243749,0.535957133,-4.71724993,2.39e-06,4.37e-05,down
Plekhs1,pleckstrin homology domain containing S1,ENSRNOG00000016926,56.42151577,-2.52761824,0.647100118,-3.90606982,9.38e-05,0.000914898,down
Msr1,macrophage scavenger receptor 1,ENSRNOG00000012779,608.6220485,-2.514000786,0.528158041,-4.759940378,1.94e-06,3.66e-05,down
ENSRNOG00000063706,ENSRNOG00000063706,ENSRNOG00000063706,30.03085958,-2.507713577,0.720510033,-3.48047003,0.000500535,0.003581189,down
Trim36,tripartite motif-containing 36,ENSRNOG00000016612,53.73738646,-2.502928863,0.652238282,-3.837445503,0.000124321,0.001147492,down
Aldh1l2,aldehyde dehydrogenase 1 family,ENSRNOG00000008586,35.87497119,-2.496216355,0.982231436,-2.541372902,0.011041808,0.041331494,down
ENSRNOG00000069051,ENSRNOG00000069051,ENSRNOG00000069051,129.3025985,-2.495507162,1.01578531,-2.456726965,0.01402092,0.049769098,down
Rtp3,receptor (chemosensory) transporter protein 3,ENSRNOG00000037167,510.5215419,-2.494271647,0.317505896,-7.855827807,3.97e-15,6.37e-13,down
Lipg,lipase G,ENSRNOG00000018694,112.2457409,-2.493769988,0.545233352,-4.573766407,4.79e-06,7.89e-05,down
Stra6l,STRA6-like,ENSRNOG00000010497,78.89010919,-2.488052934,0.75948032,-3.275993951,0.001052908,0.006438859,down
Endod1,endonuclease domain containing 1,ENSRNOG00000024757,1024.111216,-2.483859184,0.469183288,-5.29400609,1.2e-07,3.33e-06,down
Dcstamp,dendrocyte expressed seven transmembrane protein,ENSRNOG00000004704,523.6096486,-2.470712541,0.382389364,-6.461248064,1.04e-10,7.12e-09,down
Ly6i,lymphocyte antigen 6 complex,ENSRNOG00000007137,25186.97141,-2.465041065,0.346171921,-7.120857909,1.07e-12,1.14e-10,down
Ooep,oocyte expressed protein,ENSRNOG00000025957,620.0641531,-2.456057146,0.404576083,-6.070692886,1.27e-09,6.68e-08,down
Rhbdl2,rhomboid like 2,ENSRNOG00000026592,389.1187328,-2.443418747,0.356829627,-6.847578127,7.51e-12,6.68e-10,down
Bcl2a1,BCL2-related protein A1,ENSRNOG00000047606,4242.692622,-2.441847599,0.207081591,-11.79171738,4.3100000000000003e-32,5.390000000000001e-29,down
Ncapg,non-SMC condensin I complex,ENSRNOG00000038572,151.3497414,-2.440519959,0.48894786,-4.991370573,6e-07,1.34e-05,down
Clec4d,C-type lectin domain family 4,ENSRNOG00000067848,145.3364694,-2.440331247,0.597302288,-4.085588311,4.4e-05,0.000496909,down
Ccr4,C-C motif chemokine receptor 4,ENSRNOG00000010315,34.00855967,-2.438264229,0.790449207,-3.084656429,0.002037874,0.010975057,down
Ccnb1,cyclin B1,ENSRNOG00000058539,363.4462418,-2.438220619,0.492265234,-4.953062796,7.31e-07,1.59e-05,down
