SYMBOL,GENENAME,ENSEMBL,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
Ttll3,tubulin tyrosine ligase like 3,ENSRNOG00000009032,2746.792426,2.277907066,0.304838205,7.472511732,7.87E-14,9.72E-12,up
Gucy2c,guanylate cyclase 2C,ENSRNOG00000009031,8.778138934,-6.405848453,1.882492111,-3.402855405,0.000666856,0.004485685,down
Jchain,joining chain of multimeric IgA and IgM,ENSRNOG00000003666,32915.41749,-2.301102188,0.402910605,-5.711197863,1.12E-08,4.40E-07,down
Gsta3,glutathione S-transferase alpha 3,ENSRNOG00000056847,1294.899807,2.563708981,0.4081073,6.281948355,3.34E-10,2.04E-08,up
Nr4a3,nuclear receptor subfamily 4,ENSRNOG00000005964,257.8678445,-2.065776728,0.291138578,-7.095510113,1.29E-12,1.31E-10,down
Kcnip2,potassium voltage-gated channel interacting protein 2,ENSRNOG00000018018,517.8852366,2.394947378,0.487088086,4.916867087,8.79E-07,1.85E-05,up
LOC102547329,T cell receptor beta variable 11-2-like,ENSRNOG00000068200,6.915156338,-6.062225835,2.016415977,-3.006436125,0.002643296,0.013448201,down
Ly6al,lymphocyte antigen 6 complex,ENSRNOG00000037374,138.7248187,-3.647472262,0.89434798,-4.078359142,4.54E-05,0.000509568,down
Srsf12,serine and arginine rich splicing factor 12,ENSRNOG00000069984,51.57899464,-2.102969155,0.719556684,-2.922589979,0.003471333,0.016659204,down
Tmem52b,transmembrane protein 52B,ENSRNOG00000058653,16.9877065,-7.359430122,1.589490406,-4.630056334,3.66E-06,6.23E-05,down
LOC120095902,paired immunoglobulin-like type 2 receptor beta,ENSRNOG00000063284,44.64085455,9.096378539,1.440528505,6.314611967,2.71E-10,1.70E-08,up
Gpr35,G protein-coupled receptor 35,ENSRNOG00000062887,167.244269,-2.098967471,0.575226082,-3.648943496,0.000263321,0.002110841,down
Tnni3,troponin I3,ENSRNOG00000018250,1277.435381,2.821453838,0.476511549,5.921060771,3.20E-09,1.50E-07,up
ENSRNOG00000028984,ENSRNOG00000028984,ENSRNOG00000028984,5.142380458,-5.634893366,2.192099062,-2.570546863,0.010153809,0.038674702,down
Rap1gap,Rap1 GTPase-activating protein,ENSRNOG00000013825,1392.59957,2.232279211,0.240276869,9.290445739,1.54E-20,6.14E-18,up
LOC103690071,interaptin-like,ENSRNOG00000057362,140.8861389,2.408633546,0.389160265,6.189310073,6.04E-10,3.49E-08,up
Sertm1,serine-rich and transmembrane domain containing 1,ENSRNOG00000014046,185.5613838,2.612231263,0.755699363,3.456706981,0.000546819,0.003842059,up
Ccl4,C-C motif chemokine ligand 4,ENSRNOG00000011406,890.6066494,-2.04670403,0.268203566,-7.631158898,2.33E-14,3.19E-12,down
ENSRNOG00000068013,ENSRNOG00000068013,ENSRNOG00000068013,1915.041244,-5.095940819,0.914196418,-5.574229697,2.49E-08,8.68E-07,down
Bpifc,BPI fold containing family C,ENSRNOG00000022937,38.95287477,3.41468791,1.224284167,2.789130173,0.005284982,0.023063749,up
RGD1562024,RGD1562024,ENSRNOG00000042749,5.763338158,6.14263075,2.164069677,2.838462557,0.004533144,0.02048754,up
ENSRNOG00000068626,ENSRNOG00000068626,ENSRNOG00000068626,791.6577505,2.010969588,0.377118753,5.332457144,9.69E-08,2.80E-06,up
Cyp4b1,cytochrome P450,ENSRNOG00000055078,19887.53486,2.145795195,0.237519743,9.034176142,1.65E-19,5.74E-17,up
ENSRNOG00000066693,ENSRNOG00000066693,ENSRNOG00000066693,188.7055333,11.1733575,3.907026607,2.859810956,0.004238936,0.019400728,up
ENSRNOG00000068734,ENSRNOG00000068734,ENSRNOG00000068734,41.0480225,-5.436351392,1.72718266,-3.147525457,0.001646588,0.009212306,down
LOC100360848,rCG64259-like,ENSRNOG00000047464,932.1388427,-5.971861608,0.536419308,-11.13282375,8.68E-29,7.76E-26,down
ENSRNOG00000050000,ENSRNOG00000050000,ENSRNOG00000050000,569.5125426,-2.339709128,0.481653216,-4.857663254,1.19E-06,2.39E-05,down
Xcr1,X-C motif chemokine receptor 1,ENSRNOG00000006620,380.8739115,-2.104934181,0.507509245,-4.147578003,3.36E-05,0.000396497,down
Plet1,placenta expressed transcript 1,ENSRNOG00000024346,10250.81807,-2.619006665,0.339664351,-7.710572675,1.25E-14,1.78E-12,down
Slc5a11,solute carrier family 5 member 11,ENSRNOG00000013407,109.232687,2.085996816,0.65811616,3.169648376,0.001526235,0.008646209,up
Nat8f5,N-acetyltransferase 8 (GCN5-related) family member 5,ENSRNOG00000015768,130.1768434,2.090037569,0.408392076,5.117723113,3.09E-07,7.49E-06,up
ENSRNOG00000066010,ENSRNOG00000066010,ENSRNOG00000066010,221.4493015,-2.775236495,0.622189129,-4.460438739,8.18E-06,0.000122747,down
Crocc2,ciliary rootlet coiled-coil,ENSRNOG00000063752,4208.947932,2.101231041,0.325316654,6.459033124,1.05E-10,7.19E-09,up
LOC500162,Ig kappa chain V-V region L6-like,ENSRNOG00000068441,621.5980585,-4.419429148,0.51003582,-8.664938762,4.52E-18,1.21E-15,down
ENSRNOG00000063417,ENSRNOG00000063417,ENSRNOG00000063417,19.90177759,-7.587798014,2.223325513,-3.412814709,0.000642956,0.004362437,down
Aif1l,allograft inflammatory factor 1-like,ENSRNOG00000009951,557.4012803,-2.277146207,0.463552193,-4.912383636,9.00E-07,1.89E-05,down
LOC120102300,Ig kappa chain V-VI region NQ2-48.2.2-like,ENSRNOG00000063035,53.22936284,-4.065142086,1.135808863,-3.579072341,0.000344816,0.0026149,down
Has2,hyaluronan synthase 2,ENSRNOG00000004854,36.74409997,-2.593709148,1.047351541,-2.47644563,0.013269783,0.047661549,down
LOC102547212,disks large homolog 5-like,ENSRNOG00000070972,773.4348994,2.028483909,0.425927343,4.762511587,1.91E-06,3.63E-05,up
Pdcd1lg2,programmed cell death 1 ligand 2,ENSRNOG00000016136,43.80511306,-3.041212717,1.013537815,-3.000591268,0.00269456,0.013641727,down
Cd274,CD274 molecule,ENSRNOG00000016112,213.2516148,-2.531441769,0.361725082,-6.998247824,2.59E-12,2.51E-10,down
LOC120103446,Ig heavy chain V region VH558 A1/A4-like,ENSRNOG00000069868,1297.415233,-4.888665939,0.929800139,-5.257759956,1.46E-07,3.94E-06,down
Neu2,neuraminidase 2,ENSRNOG00000016962,36.52996582,2.481398114,0.788432716,3.147254121,0.001648117,0.009217081,up
Stra6l,STRA6-like,ENSRNOG00000010497,78.89010919,-2.488052934,0.75948032,-3.275993951,0.001052908,0.006438859,down
LOC690509,Ig kappa chain V-VI region NQ2-48.2.2-like,ENSRNOG00000069088,1590.900145,-4.145319114,0.468938898,-8.839785161,9.59E-19,3.00E-16,down
ENSRNOG00000064685,ENSRNOG00000064685,ENSRNOG00000064685,59.17768873,-2.07193498,0.780180758,-2.65571146,0.00791413,0.031713954,down
Cd300lg,Cd300 molecule-like family member G,ENSRNOG00000020837,221.742538,-3.831541492,0.892420188,-4.293427628,1.76E-05,0.000234589,down
Kcna5,potassium voltage-gated channel subfamily A member 5,ENSRNOG00000019719,28.63795291,3.515842563,1.066722246,3.295930666,0.000980962,0.006089443,up
Ntf3,neurotrophin 3,ENSRNOG00000019716,62.32321863,2.804570022,0.96378568,2.909951952,0.003614843,0.017198446,up
Timp4,TIMP metallopeptidase inhibitor 4,ENSRNOG00000007955,226.198815,2.158643501,0.509681894,4.235276012,2.28E-05,0.000289957,up
ENSRNOG00000070832,ENSRNOG00000070832,ENSRNOG00000070832,134.5577016,-6.117636407,0.643852674,-9.501609072,2.07E-21,9.02E-19,down
ENSRNOG00000071120,ENSRNOG00000071120,ENSRNOG00000071120,9.713297869,6.888812361,2.361204774,2.917498913,0.003528509,0.01687321,up
ENSRNOG00000069249,ENSRNOG00000069249,ENSRNOG00000069249,538.5941802,-4.006146708,0.568238481,-7.050115127,1.79E-12,1.77E-10,down
Spock3,SPARC/osteonectin,ENSRNOG00000029903,70.93791001,-3.47058233,1.205187833,-2.87970243,0.003980507,0.018538832,down
LOC100360761,rCG64219-like,ENSRNOG00000068111,90.25468417,-2.747671968,0.961556882,-2.857524104,0.004269602,0.019512539,down
Dnah9,dynein,ENSRNOG00000004171,3793.745687,2.334025474,0.428469027,5.447361011,5.11E-08,1.63E-06,up
Rab36,RAB36,ENSRNOG00000001311,1161.032227,2.310003214,0.406401821,5.684037551,1.32E-08,5.06E-07,up
Cntn1,contactin 1,ENSRNOG00000004438,28.8360204,-8.123096494,1.538524767,-5.279795728,1.29E-07,3.57E-06,down
Kcna6,potassium voltage-gated channel subfamily A member 6,ENSRNOG00000052486,116.5958777,3.178536229,0.653026464,4.867392674,1.13E-06,2.29E-05,up
Cyp1a1,cytochrome P450,ENSRNOG00000019500,1936.387279,2.044607176,0.338518315,6.039871661,1.54E-09,7.78E-08,up
Catip,ciliogenesis associated TTC17 interacting protein,ENSRNOG00000037835,2858.002271,2.027890313,0.344682405,5.88335896,4.02E-09,1.83E-07,up
ENSRNOG00000069161,ENSRNOG00000069161,ENSRNOG00000069161,12.4586128,7.247854205,2.027024605,3.575612347,0.000349409,0.002645083,up
Crtac1,cartilage acidic protein 1,ENSRNOG00000015220,94.17577081,-3.551275738,0.894730956,-3.969098993,7.21E-05,0.00074257,down
Ly6d,lymphocyte antigen 6 family member D,ENSRNOG00000026133,19.05917186,-7.523795282,1.75071548,-4.297554553,1.73E-05,0.000231251,down
Igh-6-ps1,immunoglobulin heavy chain 6,ENSRNOG00000029776,278.8770866,-5.171296622,0.644355892,-8.025528569,1.01E-15,1.90E-13,down
Tac1,tachykinin,ENSRNOG00000067502,20.42303173,4.237937199,1.41308486,2.999067727,0.002708071,0.013685377,up
Retnla,resistin like alpha,ENSRNOG00000001955,30873.97604,-3.179292635,1.169619725,-2.718227615,0.006563267,0.027297026,down
Ifng,interferon gamma,ENSRNOG00000007468,14.26278964,-7.10624691,1.723589365,-4.122934996,3.74E-05,0.000433758,down
LOC100359539,ribonucleotide reductase M2 polypeptide,ENSRNOG00000069555,470.0149939,-2.987369532,0.562551378,-5.310394126,1.09E-07,3.10E-06,down
Ccl17,C-C motif chemokine ligand 17,ENSRNOG00000016278,170.8972328,-3.026175106,0.575686251,-5.256639533,1.47E-07,3.96E-06,down
LOC120103442,immunoglobulin heavy variable 3-73-like,ENSRNOG00000060184,60.35125878,-4.079366152,1.073639447,-3.79956806,0.000144949,0.001301417,down
Pcp4,Purkinje cell protein 4,ENSRNOG00000001628,87.72017461,-2.615277332,1.054641521,-2.479778464,0.013146403,0.047327052,down
Mmp12,matrix metallopeptidase 12,ENSRNOG00000030187,697.0924983,-3.47067488,0.347946627,-9.974733506,1.97E-23,1.09E-20,down
ENSRNOG00000042319,ENSRNOG00000042319,ENSRNOG00000042319,170.0301023,-2.075736713,0.57626392,-3.602059129,0.000315707,0.002445163,down
LOC685184,similar to protein expressed in prostate,ENSRNOG00000062489,318.5664246,3.90060535,0.674698769,5.781254581,7.41E-09,3.09E-07,up
ENSRNOG00000062487,ENSRNOG00000062487,ENSRNOG00000062487,973.217582,-4.161184656,1.227936027,-3.388763392,0.000702086,0.0046824,down
Cartpt,CART prepropeptide,ENSRNOG00000017712,12.53316102,7.257190752,1.800469454,4.030721397,5.56E-05,0.000603088,up
ENSRNOG00000067948,ENSRNOG00000067948,ENSRNOG00000067948,499.6658426,2.033999873,0.510154844,3.987024517,6.69E-05,0.000697454,up
Fank1,fibronectin type III and ankyrin repeat domains 1,ENSRNOG00000018327,1467.779599,2.013885515,0.376990765,5.342002248,9.19E-08,2.69E-06,up
Ttk,Ttk protein kinase,ENSRNOG00000029055,129.3235493,-2.623274024,0.723957367,-3.623520033,0.000290621,0.002290559,down
Pnma8b,PNMA family member 8B,ENSRNOG00000016863,905.6925765,2.180248617,0.464903921,4.689675689,2.74E-06,4.92E-05,up
Tfpi2,tissue factor pathway inhibitor 2,ENSRNOG00000010513,75.29207484,-3.073971257,0.636349448,-4.830633965,1.36E-06,2.70E-05,down
Cyp2a3,cytochrome P450,ENSRNOG00000068556,6770.463179,3.032590383,0.344602828,8.800248116,1.37E-18,4.07E-16,up
Vom2r4,vomeronasal 2 receptor,ENSRNOG00000069644,91.0182853,2.017082782,0.717291039,2.812084177,0.004922162,0.021825383,up
ENSRNOG00000063277,ENSRNOG00000063277,ENSRNOG00000063277,267.1141072,-4.748706317,1.361790013,-3.487106141,0.000488278,0.003505515,down
RGD1560124,similar to ribosomal protein L10a,ENSRNOG00000063278,183.5073831,-3.166679019,0.407685875,-7.767448459,8.01E-15,1.18E-12,down
Adh7,alcohol dehydrogenase 7 (class IV),ENSRNOG00000032959,115.2263803,2.243121921,0.776303056,2.889492582,0.003858641,0.018074383,up
Gda,guanine deaminase,ENSRNOG00000018282,1176.991196,-2.089512002,0.303211131,-6.891277365,5.53E-12,5.06E-10,down
Sucnr1,succinate receptor 1,ENSRNOG00000014039,12.67404378,-6.936193107,1.765297258,-3.929192704,8.52E-05,0.00084978,down
Iqck,IQ motif containing K,ENSRNOG00000036758,1058.946425,2.107256493,0.445642958,4.728575773,2.26E-06,4.18E-05,up
Rnf183,ring finger protein 183,ENSRNOG00000064866,246.3562547,2.424630471,0.517185371,4.688126551,2.76E-06,4.94E-05,up
Ankef1,ankyrin repeat and EF-hand domain containing 1,ENSRNOG00000005792,711.1647195,2.308693444,0.423980862,5.445277486,5.17E-08,1.64E-06,up
Chrna10,cholinergic receptor nicotinic alpha 10 subunit,ENSRNOG00000020293,49.06642139,2.142426912,0.77436703,2.766681468,0.005663006,0.024312204,up
Kcng1,potassium voltage-gated channel modifier subfamily G member 1,ENSRNOG00000054314,14.82829317,-3.093612368,1.23494802,-2.505054722,0.012243245,0.044779794,down
LOC102554450,T-cell receptor beta chain V region PHDS203-like,ENSRNOG00000033815,11.67022469,-4.789248802,1.626760974,-2.944039646,0.003239585,0.015756468,down
Npy,neuropeptide Y,ENSRNOG00000046449,2229.521157,2.4362698,0.315761419,7.715539806,1.20E-14,1.73E-12,up
Icos,inducible T-cell co-stimulator,ENSRNOG00000046196,307.9202071,-2.684124907,0.503121764,-5.334940963,9.56E-08,2.78E-06,down
Tnfrsf9,TNF receptor superfamily member 9,ENSRNOG00000036942,442.3199989,-3.760995393,0.423100477,-8.889130602,6.16E-19,1.96E-16,down
Tbx18,T-box transcription factor 18,ENSRNOG00000010685,145.9706178,2.301086305,0.658931347,3.492148789,0.000479151,0.003450551,up
Ccl22,C-C motif chemokine ligand 22,ENSRNOG00000016535,375.508377,-3.934777423,0.475527048,-8.274560703,1.29E-16,2.85E-14,down
Cdhr3,cadherin-related family member 3,ENSRNOG00000047455,2163.106796,2.016403934,0.460900775,4.374919816,1.21E-05,0.000172382,up
ENSRNOG00000063148,ENSRNOG00000063148,ENSRNOG00000063148,430.5436197,-4.006585937,0.554107058,-7.230707283,4.80E-13,5.43E-11,down
ENSRNOG00000065259,ENSRNOG00000065259,ENSRNOG00000065259,11.24752073,-6.763666293,2.420282032,-2.794577741,0.005196754,0.02274216,down
Upk1a,uroplakin 1A,ENSRNOG00000024331,160.0827152,3.720344839,0.514654895,7.228814635,4.87E-13,5.48E-11,up
Mroh2a,maestro heat-like repeat family member 2A,ENSRNOG00000042182,103.1470551,2.112723607,0.623551201,3.38821191,0.000703499,0.004690159,up
Cyp4a3,cytochrome P450,ENSRNOG00000066878,12.42141156,7.247371992,1.741323662,4.161990186,3.15E-05,0.000377017,up
Adgre1,adhesion G protein-coupled receptor E1,ENSRNOG00000046254,744.9892267,-2.21627479,0.283666891,-7.81294844,5.59E-15,8.60E-13,down
ENSRNOG00000068512,ENSRNOG00000068512,ENSRNOG00000068512,9936.872822,3.634625256,1.14411882,3.176790026,0.001489148,0.008469332,up
ENSRNOG00000053527,ENSRNOG00000053527,ENSRNOG00000053527,226.5212567,-3.629602105,0.487567286,-7.44431017,9.75E-14,1.17E-11,down
Itga4,integrin subunit alpha 4,ENSRNOG00000004861,273.9051965,-2.165761227,0.58962641,-3.673107564,0.000239619,0.001958467,down
Tnip3,TNFAIP3 interacting protein 3,ENSRNOG00000064111,225.8078989,-4.3414312,0.666928287,-6.509592237,7.54E-11,5.32E-09,down
Lrrc9,leucine rich repeat containing 9,ENSRNOG00000005409,51.82388679,2.419657218,0.793185831,3.05055527,0.002284186,0.011975234,up
Rasgrp1,RAS guanyl releasing protein 1,ENSRNOG00000005404,138.5936725,-2.222830812,0.485065494,-4.582537496,4.59E-06,7.65E-05,down
Slc7a13,solute carrier family 7 member 13,ENSRNOG00000024903,72.81915858,2.471277869,0.779740944,3.169357577,0.001527763,0.008652255,up
Drc1,dynein regulatory complex subunit 1,ENSRNOG00000024905,3047.22443,2.333911116,0.373365714,6.251005452,4.08E-10,2.42E-08,up
Itprid1,ITPR interacting domain containing 1,ENSRNOG00000012165,975.3542091,2.286809404,0.387547888,5.900714407,3.62E-09,1.67E-07,up
Rasgef1c,RasGEF domain family,ENSRNOG00000003005,43.97859315,-2.658906164,0.691968049,-3.842527364,0.000121774,0.001128979,down
ENSRNOG00000071095,ENSRNOG00000071095,ENSRNOG00000071095,928.3067195,2.362393577,0.424902905,5.559843323,2.70E-08,9.35E-07,up
Il1rn,interleukin 1 receptor antagonist,ENSRNOG00000005871,7441.155189,-2.886765686,0.259107604,-11.14118473,7.91E-29,7.42E-26,down
Lrrc26,leucine rich repeat containing 26,ENSRNOG00000011457,83.94854055,2.449412613,0.75933605,3.22572939,0.001256521,0.007436925,up
Prph,peripherin,ENSRNOG00000052880,998.9539242,2.089034147,0.573634239,3.64175289,0.000270788,0.002157798,up
RGD1560394,RGD1560394,ENSRNOG00000065022,398.1858066,2.00953481,0.347974188,5.774953654,7.70E-09,3.18E-07,up
Dpy30,dpy-30 histone methyltransferase complex regulatory subunit,ENSRNOG00000027126,16.07277871,4.401554133,1.759069588,2.502205804,0.012342216,0.045036493,up
ENSRNOG00000064086,ENSRNOG00000064086,ENSRNOG00000064086,1377.707302,-2.904428181,1.01470963,-2.862324448,0.004205462,0.019275717,down
LOC108351348,Ig heavy chain V region 102-like,ENSRNOG00000069071,344.0889363,-4.905246119,1.821083384,-2.693586775,0.007068774,0.029032852,down
Degs2,delta(4)-desaturase,ENSRNOG00000011716,164.0896412,-2.024113512,0.547170277,-3.699238789,0.000216247,0.001798123,down
Ngb,neuroglobin,ENSRNOG00000011719,78.24448479,2.140392715,0.537052386,3.985444944,6.74E-05,0.000700942,up
Slamf8,SLAM family member 8,ENSRNOG00000008736,1384.847688,-3.410862235,0.277945985,-12.27167298,1.29E-34,1.86E-31,down
Rimbp3,RIMS binding protein 3,ENSRNOG00000030452,12.95847045,-6.966762718,1.910350226,-3.646851046,0.000265474,0.002123061,down
Itgae,integrin subunit alpha E,ENSRNOG00000070390,72.61842276,-2.595825423,0.697846238,-3.719767023,0.000199407,0.001688615,down
Sapcd2,suppressor APC domain containing 2,ENSRNOG00000013069,163.8226587,-2.193954366,0.65740639,-3.337287862,0.000846003,0.005423554,down
Proc,protein C,ENSRNOG00000014376,267.8361217,2.023633591,0.526541524,3.843255467,0.000121413,0.001127303,up
Cfap100,cilia and flagella associated protein 100,ENSRNOG00000017959,5209.95009,2.7061601,0.34601605,7.820909181,5.24E-15,8.14E-13,up
ENSRNOG00000070140,ENSRNOG00000070140,ENSRNOG00000070140,52.03508883,2.259153556,0.569123627,3.969530429,7.20E-05,0.000741634,up
Bmpr1b,bone morphogenetic protein receptor type 1B,ENSRNOG00000016289,60.27994418,2.146230461,0.795697194,2.6972955,0.006990521,0.028780709,up
ENSRNOG00000064940,ENSRNOG00000064940,ENSRNOG00000064940,1573.780786,-4.837236183,0.388808654,-12.44117417,1.56E-35,2.44E-32,down
ENSRNOG00000062458,ENSRNOG00000062458,ENSRNOG00000062458,24.12531273,2.535061817,1.02332538,2.477278357,0.013238861,0.047564132,up
ENSRNOG00000064121,ENSRNOG00000064121,ENSRNOG00000064121,16.69115072,5.196866974,1.589760781,3.268961617,0.001079429,0.006566821,up
ENSRNOG00000064122,ENSRNOG00000064122,ENSRNOG00000064122,17.63299756,-4.214144093,1.158027357,-3.639071276,0.000273623,0.002179465,down
Ube2ql1,ubiquitin-conjugating enzyme E2Q family-like 1,ENSRNOG00000034075,11.64985305,-6.814512424,1.732849788,-3.932546532,8.41E-05,0.000840238,down
ENSRNOG00000063329,ENSRNOG00000063329,ENSRNOG00000063329,729.0382828,-4.683232117,1.041181267,-4.497998824,6.86E-06,0.000106873,down
Mesp1,mesoderm posterior bHLH transcription factor 1,ENSRNOG00000014951,12.14178298,4.360544533,1.602268244,2.721482217,0.006498988,0.027101733,up
Slc11a1,solute carrier family 11 member 1,ENSRNOG00000014956,3712.6749,-2.381100066,0.184551196,-12.90211126,4.38E-38,1.17E-34,down
Ccdc187,coiled-coil domain containing 187,ENSRNOG00000027392,10454.4635,2.299749209,0.345102824,6.663953608,2.67E-11,2.10E-09,up
ENSRNOG00000068597,ENSRNOG00000068597,ENSRNOG00000068597,15.00925522,20.86455535,2.953492093,7.06436811,1.61E-12,1.62E-10,up
ENSRNOG00000062853,ENSRNOG00000062853,ENSRNOG00000062853,1174.185634,-4.576394901,0.906718738,-5.047204507,4.48E-07,1.04E-05,down
ENSRNOG00000062851,ENSRNOG00000062851,ENSRNOG00000062851,24.75323631,2.36292843,0.787271994,3.001413041,0.002687298,0.013613419,up
Snx22,sorting nexin 22,ENSRNOG00000022852,24.50314398,-3.647271702,1.377254984,-2.64821819,0.008091728,0.032294665,down
ENSRNOG00000065191,ENSRNOG00000065191,ENSRNOG00000065191,67.19583318,-9.341790176,1.614814917,-5.785053183,7.25E-09,3.02E-07,down
Klk6,kallikrein related-peptidase 6,ENSRNOG00000031927,13.89880247,-7.06912409,2.449720981,-2.885685409,0.003905623,0.018230774,down
Lnp1,leukemia NUP98 fusion partner 1,ENSRNOG00000039649,17.15186082,7.716088264,1.641760637,4.699886262,2.60E-06,4.69E-05,up
Tsbp1,testis expressed basic protein 1,ENSRNOG00000039398,12.78195745,-6.948492796,1.972708841,-3.522310364,0.000427803,0.003139786,down
ENSRNOG00000066874,ENSRNOG00000066874,ENSRNOG00000066874,43.96598231,2.005635532,0.624111596,3.213584787,0.001310891,0.00768363,up
Ngrn,neugrin,ENSRNOG00000013553,1292.773573,2.233920376,0.889201093,2.512278036,0.011995454,0.044074488,up
Depp1,DEPP1,ENSRNOG00000023465,3390.162671,2.86757121,0.462725418,6.197133541,5.75E-10,3.33E-08,up
ENSRNOG00000068381,ENSRNOG00000068381,ENSRNOG00000068381,56.52543334,-2.419535369,0.7915409,-3.056740808,0.002237577,0.011783824,down
Slc7a8,solute carrier family 7 member 8,ENSRNOG00000014311,2442.252563,-2.333632721,0.217418517,-10.73336691,7.10E-27,6.06E-24,down
LOC690186,Ig kappa chain V-V region K2-like,ENSRNOG00000064657,102.2144539,-2.894233337,0.750800932,-3.85486114,0.000115795,0.001085885,down
Ccl7,C-C motif chemokine ligand 7,ENSRNOG00000000239,434.0345176,-3.074632048,0.406782813,-7.558411891,4.08E-14,5.25E-12,down
Marchf1,membrane associated ring-CH-type finger 1,ENSRNOG00000026310,240.2580822,-2.040114706,0.404115321,-5.048347838,4.46E-07,1.03E-05,down
LOC102549548,uncharacterized LOC102549548,ENSRNOG00000039860,10.65208084,-6.685887192,1.803196235,-3.707797889,0.000209069,0.001754232,down
Kcnab2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,ENSRNOG00000011550,170.3259606,-2.308285966,0.341246469,-6.764277958,1.34E-11,1.12E-09,down
Cyp7b1,cytochrome P450 family 7 subfamily B member 1,ENSRNOG00000009730,352.701747,-2.528243749,0.535957133,-4.71724993,2.39E-06,4.37E-05,down
ENSRNOG00000062361,ENSRNOG00000062361,ENSRNOG00000062361,16.51939987,2.720698926,1.027919331,2.646801986,0.008125692,0.032386009,up
ENSRNOG00000067467,ENSRNOG00000067467,ENSRNOG00000067467,32.51540463,-2.749255537,1.050715249,-2.616556235,0.008882173,0.034842023,down
ENSRNOG00000069735,ENSRNOG00000069735,ENSRNOG00000069735,59.74605184,2.003114539,0.577354416,3.469471238,0.000521484,0.003690058,up
Bhmt2,betaine-homocysteine S-methyltransferase 2,ENSRNOG00000040120,15.98887923,-3.672255026,1.472302713,-2.494225537,0.012623231,0.045898188,down
Dhrs9,dehydrogenase/reductase 9,ENSRNOG00000065735,215.8495722,-2.273830174,0.58204359,-3.906632101,9.36E-05,0.000913722,down
Ikzf1,IKAROS family zinc finger 1,ENSRNOG00000004444,1486.1137,-2.05091748,0.523090257,-3.920771709,8.83E-05,0.000874461,down
Sele,selectin E,ENSRNOG00000002723,330.1663454,-2.681846559,0.4005776,-6.694948889,2.16E-11,1.75E-09,down
ENSRNOG00000033376,ENSRNOG00000033376,ENSRNOG00000033376,958.4373815,-5.361757628,0.526634923,-10.18116612,2.41E-24,1.51E-21,down
Glycam1,glycosylation dependent cell adhesion molecule 1,ENSRNOG00000036826,26.91593611,8.360925959,1.904783201,4.389437052,1.14E-05,0.000163241,up
Vmo1,vitelline membrane outer layer 1 homolog,ENSRNOG00000026508,192.1603739,2.504093588,0.588922113,4.251994506,2.12E-05,0.000272679,up
Pde1b,phosphodiesterase 1B,ENSRNOG00000036828,77.44380448,2.036844897,0.782613526,2.602619081,0.009251468,0.035908013,up
Fcrlb,Fc receptor-like B,ENSRNOG00000003135,192.4431328,-2.214634876,0.486244001,-4.554575212,5.25E-06,8.50E-05,down
Ptafr,platelet-activating factor receptor,ENSRNOG00000013231,1290.636832,-2.090246619,0.26188958,-7.981404293,1.45E-15,2.56E-13,down
ENSRNOG00000068268,ENSRNOG00000068268,ENSRNOG00000068268,314.6943111,-3.19721556,0.603254994,-5.299940477,1.16E-07,3.23E-06,down
Doc2a,double C2 domain alpha,ENSRNOG00000019920,237.1634933,2.055762179,0.620729225,3.311850152,0.000926812,0.005842896,up
LOC690862,similar to membrane-spanning 4-domains,ENSRNOG00000042133,220.7173116,-2.387929733,0.445801842,-5.35648243,8.49E-08,2.51E-06,down
Aoc1,amine oxidase,ENSRNOG00000008575,3090.341424,-2.797232874,0.391014751,-7.153778388,8.44E-13,9.16E-11,down
Fgf23,fibroblast growth factor 23,ENSRNOG00000066556,49.90668462,-6.045968982,1.022529344,-5.912758413,3.36E-09,1.57E-07,down
Sptssb,serine palmitoyltransferase,ENSRNOG00000009388,14.35588537,7.45267143,1.966419007,3.789971213,0.000150665,0.001343743,up
LOC503101,Ig heavy chain V region 108A-like,ENSRNOG00000065115,139.4739805,-4.028023504,1.586359958,-2.539161105,0.011111864,0.041556601,down
Plek,pleckstrin,ENSRNOG00000005214,3649.892814,-2.592453,0.169261826,-15.31622967,5.96E-53,3.73E-49,down
ENSRNOG00000071155,ENSRNOG00000071155,ENSRNOG00000071155,5.760881664,6.137683367,2.123151957,2.890835649,0.00384219,0.018019087,up
Cst7,cystatin F,ENSRNOG00000006767,796.5496485,-2.327872533,0.246457272,-9.445339209,3.54E-21,1.51E-18,down
ENSRNOG00000071026,ENSRNOG00000071026,ENSRNOG00000071026,729.8910305,-3.457592378,1.030014511,-3.356838512,0.000788391,0.005141112,down
Cxcr3,C-X-C motif chemokine receptor 3,ENSRNOG00000003305,692.7410654,-2.76754459,0.480580222,-5.758756741,8.47E-09,3.46E-07,down
Emilin3,elastin microfibril interfacer 3,ENSRNOG00000016734,54.46490045,2.356388567,0.80504359,2.927032272,0.003422134,0.01647785,up
Ppil6,peptidylprolyl isomerase like 6,ENSRNOG00000043186,2241.191213,2.313898966,0.447987389,5.165098448,2.40E-07,6.01E-06,up
ENSRNOG00000063877,ENSRNOG00000063877,ENSRNOG00000063877,118.4558028,2.360651715,0.768704273,3.070949123,0.002133795,0.011374182,up
